,회사,Date,지표,lag_0,lag_0_reverse,corr,index,영문명,구분,단위
835,accenture,2017-02-01,매출채권회전율,0.464816984,0.428881239,0.104454778,3,매출채권회전율,활동성,비율
836,accenture,2017-02-01,매출총이익,0.554131122,0.008006107,0.909088184,2,IS_Gross Profit,수익성,천원
827,accenture,2017-02-01,ROE,0.331766229,0.453766484,0.067986322,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
890,accenture,2017-05-01,영업이익증가율,0.738850562,0.439356688,0.09701605,3,,성장성,YoY_연도
889,accenture,2017-05-01,영업이익률,0.96900206,0.000443816,0.32486712,2,Operating Margin - %,수익성,비율
888,accenture,2017-05-01,영업이익,0.925200466,4.14505E-07,0.808695668,2,IS_Operating Income,수익성,천원
884,accenture,2017-05-01,비유동자산,0.385301733,0.007780275,0.974983343,2,,안정성,천원
886,accenture,2017-05-01,순이익률,0.665917094,1.99061E-05,0.659439019,2,Net Margin - %,수익성,비율
885,accenture,2017-05-01,순부채,0.546581693,0.675174356,-0.507441373,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
891,accenture,2017-05-01,운전자본증감,0.259875029,0.001589372,-0.552166571,2,CF_Changes in Working Capital,안정성,천원
887,accenture,2017-05-01,순이익증가율,0.020677953,0.134290821,-0.162972379,1,,성장성,YoY_연도
892,accenture,2017-05-01,유동비율,0.323557231,0.353073474,0.09428364,3,Current Ratio,안정성,비율
897,accenture,2017-05-01,자기자본비율,0.235216298,0.005940046,0.911988836,2,자기자본비율,안정성,비율
894,accenture,2017-05-01,이익잉여금,0.038005225,0.622844031,0.921640329,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
895,accenture,2017-05-01,이자발생부채,0.637902385,0.744444887,-0.333792786,3,,안정성,천원
896,accenture,2017-05-01,이자보상율,0.448701217,0.01726643,0.444044908,2,이자보상율,안정성,배
898,accenture,2017-05-01,자본,0.016729174,0.003040148,0.977261962,0,BS_Common Stock,안정성,천원
899,accenture,2017-05-01,자산총계,0.215597811,0.119597406,0.939403859,3,BS_Total Assets,안정성,천원
900,accenture,2017-05-01,재고자산회전율,0.405059023,0.775963892,-0.360905632,3,,활동성,비율
901,accenture,2017-05-01,총자산회전율,0.066989212,0.457850636,0.049915714,3,"Asset Turnover, TTM",활동성,비율
902,accenture,2017-05-01,현금배당성향,0.366039659,2.39822E-09,0.493315157,2,Dividend Payout Ratio - %,수익성,%
883,accenture,2017-05-01,비유동비율,0.983062757,0.550348773,-0.416134391,3,,안정성,비율
893,accenture,2017-05-01,유동자산,0.299383368,0.864906208,0.813306664,3,BS_Total Current Assets,안정성,천원
882,accenture,2017-05-01,부채총계,0.492843716,0.17841164,0.871866752,3,BS_Total Liabilities,안정성,천원
881,accenture,2017-05-01,부채비율,0.872460314,0.082633753,-0.578689346,3,부채비율,안정성,비율
880,accenture,2017-05-01,매출총이익률,0.510973741,0.754832437,-0.176834636,3,Gross Profit Margin - %,수익성,비율
861,accenture,2017-05-01,BPS증가율,0.585385622,0.987880721,0.139170238,3,,성장성,YoY_비율
862,accenture,2017-05-01,CAPEX,0.272420574,0.023699179,-0.178987945,2,Capital Expenditures - Net - Cash Flow,성장성,천원
863,accenture,2017-05-01,EBITDA2,0.466587678,9.65751E-09,0.876269137,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
864,accenture,2017-05-01,EBITDA2마진율,0.918180085,8.80242E-06,0.368141187,2,EBITDA Margin - %,수익성,비율
865,accenture,2017-05-01,EBITDA2증가율,0.31894301,0.807054796,0.110402068,3,,성장성,YoY_연도
866,accenture,2017-05-01,EPS,0.783355891,4.74641E-06,0.856268868,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
867,accenture,2017-05-01,EPS증가율,0.01955707,0.134951725,-0.160379528,1,,성장성,YoY_비율
868,accenture,2017-05-01,Free Cash Flow2,0.3436737,0.031298304,0.266258847,2,CF_Free Cash Flow,수익성,천원
869,accenture,2017-05-01,ROA,0.889822296,0.447913265,0.499356676,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
860,accenture,2017-05-01,BPS,0.169912882,0.482124904,-0.294294684,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
871,accenture,2017-05-01,ROIC,0.72637441,0.360204929,0.435638099,3,"Return on Invested Capital - %, TTM",수익성,%
872,accenture,2017-05-01,target,0.87205269,0.01062991,-0.589189821,2,,,
873,accenture,2017-05-01,당기순이익,0.814206426,0.000381688,0.869652468,2,IS_Net Income,수익성,천원
874,accenture,2017-05-01,매입채무회전율,0.645949364,0.135898094,0.444118759,3,매입채무회전율,활동성,비율
875,accenture,2017-05-01,매출액,0.295913258,0.023132307,0.923935647,2,IS_Revenue,성장성,천원
876,accenture,2017-05-01,매출액증가율,0.775712134,0.198790853,-0.234362351,3,,성장성,YoY_연도
877,accenture,2017-05-01,매출원가,0.279085333,0.032944942,0.916593545,2,IS_Cost of Revenue,성장성,천원
878,accenture,2017-05-01,매출채권회전율,0.475181057,0.449692449,0.098910148,3,매출채권회전율,활동성,비율
879,accenture,2017-05-01,매출총이익,0.444041103,0.001227808,0.915207233,2,IS_Gross Profit,수익성,천원
870,accenture,2017-05-01,ROE,0.358956408,0.351132558,0.038326451,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
932,accenture,2017-08-01,영업이익률,0.957030531,0.000485205,0.321360538,2,Operating Margin - %,수익성,비율
931,accenture,2017-08-01,영업이익,0.774695142,3.04471E-08,0.813187537,2,IS_Operating Income,수익성,천원
930,accenture,2017-08-01,순이익증가율,0.02003888,0.153916768,-0.150917921,1,,성장성,YoY_연도
926,accenture,2017-08-01,비유동비율,0.971225474,0.547970975,-0.407888626,3,,안정성,비율
928,accenture,2017-08-01,순부채,0.478953828,0.939422355,-0.494056528,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
927,accenture,2017-08-01,비유동자산,0.525429897,0.01243934,0.975886361,2,,안정성,천원
933,accenture,2017-08-01,영업이익증가율,0.758930598,0.633142135,0.111654532,3,,성장성,YoY_연도
929,accenture,2017-08-01,순이익률,0.786621058,1.23976E-05,0.65359162,2,Net Margin - %,수익성,비율
934,accenture,2017-08-01,운전자본증감,0.245080276,0.003539361,-0.529476845,2,CF_Changes in Working Capital,안정성,천원
939,accenture,2017-08-01,이자보상율,0.355739834,0.01623174,0.525725626,2,이자보상율,안정성,배
936,accenture,2017-08-01,유동자산,0.255701564,0.466834808,0.814329291,3,BS_Total Current Assets,안정성,천원
937,accenture,2017-08-01,이익잉여금,0.035515885,0.164229873,0.892825054,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
938,accenture,2017-08-01,이자발생부채,0.674716642,0.780742385,-0.325863364,3,,안정성,천원
940,accenture,2017-08-01,자기자본비율,0.209423308,0.005366096,0.915446639,2,자기자본비율,안정성,비율
941,accenture,2017-08-01,자본,0.015685903,0.002164662,0.97952477,0,BS_Common Stock,안정성,천원
942,accenture,2017-08-01,자산총계,0.192526675,0.054179687,0.944305593,3,BS_Total Assets,안정성,천원
943,accenture,2017-08-01,재고자산회전율,0.348870317,0.945873558,-0.337077294,3,,활동성,비율
944,accenture,2017-08-01,총자산회전율,0.069620535,0.37495726,0.032353177,3,"Asset Turnover, TTM",활동성,비율
925,accenture,2017-08-01,부채총계,0.445511143,0.098387463,0.878238018,3,BS_Total Liabilities,안정성,천원
935,accenture,2017-08-01,유동비율,0.279690189,0.30373539,0.039499252,3,Current Ratio,안정성,비율
924,accenture,2017-08-01,부채비율,0.915869532,0.077153343,-0.578820049,3,부채비율,안정성,비율
945,accenture,2017-08-01,현금배당성향,0.44381087,3.54192E-09,0.439447136,2,Dividend Payout Ratio - %,수익성,%
922,accenture,2017-08-01,매출총이익,0.417519703,0.001523777,0.918966805,2,IS_Gross Profit,수익성,천원
903,accenture,2017-08-01,BPS,0.177293143,0.466112512,-0.295768293,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
904,accenture,2017-08-01,BPS증가율,0.572409281,0.963865278,0.135884832,3,,성장성,YoY_비율
905,accenture,2017-08-01,CAPEX,0.247108317,0.003063529,-0.272052233,2,Capital Expenditures - Net - Cash Flow,성장성,천원
906,accenture,2017-08-01,EBITDA2,0.440999012,1.07748E-08,0.880433995,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
907,accenture,2017-08-01,EBITDA2마진율,0.904837501,6.97672E-06,0.367763806,2,EBITDA Margin - %,수익성,비율
908,accenture,2017-08-01,EBITDA2증가율,0.311788198,0.858117987,0.103202656,3,,성장성,YoY_연도
909,accenture,2017-08-01,EPS,0.953958907,6.14766E-07,0.859035604,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
910,accenture,2017-08-01,EPS증가율,0.019015009,0.156710525,-0.14714834,1,,성장성,YoY_비율
911,accenture,2017-08-01,Free Cash Flow2,0.31247225,0.005611088,0.355331527,2,CF_Free Cash Flow,수익성,천원
923,accenture,2017-08-01,매출총이익률,0.478917943,0.688752699,-0.175149195,3,Gross Profit Margin - %,수익성,비율
913,accenture,2017-08-01,ROE,0.38978539,0.246893579,-0.001482152,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
914,accenture,2017-08-01,ROIC,0.663608507,0.475579419,0.40188268,3,"Return on Invested Capital - %, TTM",수익성,%
915,accenture,2017-08-01,target,0.933988274,0.00776235,-0.628754442,2,,,
916,accenture,2017-08-01,당기순이익,0.999673222,4.99106E-05,0.870619075,2,IS_Net Income,수익성,천원
917,accenture,2017-08-01,매입채무회전율,0.584293129,0.333438003,0.389926007,3,매입채무회전율,활동성,비율
918,accenture,2017-08-01,매출액,0.261663352,0.017668778,0.927124165,2,IS_Revenue,성장성,천원
919,accenture,2017-08-01,매출액증가율,0.767504443,0.227770222,-0.225475758,3,,성장성,YoY_연도
920,accenture,2017-08-01,매출원가,0.24351001,0.01720113,0.920148912,2,IS_Cost of Revenue,성장성,천원
921,accenture,2017-08-01,매출채권회전율,0.485592678,0.608380053,0.065925012,3,매출채권회전율,활동성,비율
912,accenture,2017-08-01,ROA,0.834975149,0.612339867,0.474811757,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
975,accenture,2017-11-01,영업이익률,0.997051746,0.00022273,0.328105846,2,Operating Margin - %,수익성,비율
974,accenture,2017-11-01,영업이익,0.85312634,6.35056E-09,0.824286586,2,IS_Operating Income,수익성,천원
973,accenture,2017-11-01,순이익증가율,0.022902372,0.177440294,-0.143498413,1,,성장성,YoY_연도
969,accenture,2017-11-01,비유동비율,0.958280811,0.556187751,-0.39698877,3,,안정성,비율
971,accenture,2017-11-01,순부채,0.560527312,0.790745088,-0.462166362,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
970,accenture,2017-11-01,비유동자산,0.332703414,0.009228111,0.978829836,2,,안정성,천원
976,accenture,2017-11-01,영업이익증가율,0.779201116,0.663297226,0.112912466,3,,성장성,YoY_연도
972,accenture,2017-11-01,순이익률,0.686821373,5.28003E-06,0.65816142,2,Net Margin - %,수익성,비율
977,accenture,2017-11-01,운전자본증감,0.325097403,0.004729928,-0.51286308,2,CF_Changes in Working Capital,안정성,천원
982,accenture,2017-11-01,이자보상율,0.73832769,0.015344881,0.600006298,2,이자보상율,안정성,배
979,accenture,2017-11-01,유동자산,0.317049518,0.42533088,0.812504808,3,BS_Total Current Assets,안정성,천원
980,accenture,2017-11-01,이익잉여금,0.164522841,0.3401413,0.858804891,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
981,accenture,2017-11-01,이자발생부채,0.621239076,0.770077723,-0.315312908,3,,안정성,천원
983,accenture,2017-11-01,자기자본비율,0.250987171,0.007439598,0.914960388,2,자기자본비율,안정성,비율
984,accenture,2017-11-01,자본,0.010927238,0.003089579,0.981108239,0,BS_Common Stock,안정성,천원
985,accenture,2017-11-01,자산총계,0.194772834,0.072618203,0.946861444,3,BS_Total Assets,안정성,천원
986,accenture,2017-11-01,재고자산회전율,0.418592892,0.987283538,-0.308486751,3,,활동성,비율
987,accenture,2017-11-01,총자산회전율,0.060167371,0.425816625,0.026577857,3,"Asset Turnover, TTM",활동성,비율
968,accenture,2017-11-01,부채총계,0.486833629,0.107634714,0.881349808,3,BS_Total Liabilities,안정성,천원
978,accenture,2017-11-01,유동비율,0.365240401,0.2846002,-0.010442743,3,Current Ratio,안정성,비율
967,accenture,2017-11-01,부채비율,0.845771732,0.075846138,-0.575075336,3,부채비율,안정성,비율
988,accenture,2017-11-01,현금배당성향,0.613810336,3.262E-09,0.468961722,2,Dividend Payout Ratio - %,수익성,%
965,accenture,2017-11-01,매출총이익,0.476403758,0.000839708,0.923119125,2,IS_Gross Profit,수익성,천원
946,accenture,2017-11-01,BPS,0.163119027,0.509459495,-0.287881467,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
947,accenture,2017-11-01,BPS증가율,0.590178647,0.917995969,0.137679317,3,,성장성,YoY_비율
948,accenture,2017-11-01,CAPEX,0.410489749,0.005212316,-0.233033162,2,Capital Expenditures - Net - Cash Flow,성장성,천원
949,accenture,2017-11-01,EBITDA2,0.505246128,4.70924E-09,0.885711271,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
950,accenture,2017-11-01,EBITDA2마진율,0.947906516,3.14038E-06,0.372579121,2,EBITDA Margin - %,수익성,비율
951,accenture,2017-11-01,EBITDA2증가율,0.292280989,0.824262277,0.105286807,3,,성장성,YoY_연도
952,accenture,2017-11-01,EPS,0.855018294,1.09967E-07,0.868720362,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
953,accenture,2017-11-01,EPS증가율,0.021952795,0.183453664,-0.139330902,1,,성장성,YoY_비율
954,accenture,2017-11-01,Free Cash Flow2,0.504928358,0.010795616,0.316797568,2,CF_Free Cash Flow,수익성,천원
966,accenture,2017-11-01,매출총이익률,0.495250568,0.821014772,-0.153843662,3,Gross Profit Margin - %,수익성,비율
956,accenture,2017-11-01,ROE,0.329275254,0.217012165,-0.038699777,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
957,accenture,2017-11-01,ROIC,0.794366739,0.530301727,0.367137441,3,"Return on Invested Capital - %, TTM",수익성,%
958,accenture,2017-11-01,target,0.821124211,0.004320912,-0.672241744,2,,,
959,accenture,2017-11-01,당기순이익,0.881488646,1.09807E-05,0.87840174,2,IS_Net Income,수익성,천원
960,accenture,2017-11-01,매입채무회전율,0.758865608,0.226677977,0.37234468,3,매입채무회전율,활동성,비율
961,accenture,2017-11-01,매출액,0.310174436,0.01602313,0.928132224,2,IS_Revenue,성장성,천원
962,accenture,2017-11-01,매출액증가율,0.721536302,0.281349669,-0.211060988,3,,성장성,YoY_연도
963,accenture,2017-11-01,매출원가,0.28726953,0.023042249,0.92031354,2,IS_Cost of Revenue,성장성,천원
964,accenture,2017-11-01,매출채권회전율,0.421826302,0.591672218,0.068870136,3,매출채권회전율,활동성,비율
955,accenture,2017-11-01,ROA,0.961628636,0.61049123,0.450292475,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1018,accenture,2018-02-01,영업이익률,0.944622152,0.000402197,0.316020665,2,Operating Margin - %,수익성,비율
1017,accenture,2018-02-01,영업이익,0.91771118,5.27872E-08,0.817981147,2,IS_Operating Income,수익성,천원
1016,accenture,2018-02-01,순이익증가율,0.036961501,0.161856771,-0.150470219,1,,성장성,YoY_연도
1012,accenture,2018-02-01,비유동비율,0.77547101,0.537175994,-0.386783363,3,,안정성,비율
1014,accenture,2018-02-01,순부채,0.907535131,0.759397957,-0.426611428,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1013,accenture,2018-02-01,비유동자산,0.140010226,0.016586307,0.980683556,2,,안정성,천원
1019,accenture,2018-02-01,영업이익증가율,0.762195363,0.571073383,0.101516922,3,,성장성,YoY_연도
1015,accenture,2018-02-01,순이익률,0.554678799,5.31622E-05,0.632825234,2,Net Margin - %,수익성,비율
1020,accenture,2018-02-01,운전자본증감,0.549236758,0.001302123,-0.539995111,2,CF_Changes in Working Capital,안정성,천원
1025,accenture,2018-02-01,이자보상율,0.507949368,0.185815963,0.548491427,3,이자보상율,안정성,배
1022,accenture,2018-02-01,유동자산,0.556445662,0.486858638,0.806428094,3,BS_Total Current Assets,안정성,천원
1023,accenture,2018-02-01,이익잉여금,0.873740747,0.736605661,0.827471186,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1024,accenture,2018-02-01,이자발생부채,0.500905636,0.676698914,-0.298956552,3,,안정성,천원
1026,accenture,2018-02-01,자기자본비율,0.488698145,0.00415277,0.915141323,2,자기자본비율,안정성,비율
1027,accenture,2018-02-01,자본,0.012163739,0.002112841,0.982061288,0,BS_Common Stock,안정성,천원
1028,accenture,2018-02-01,자산총계,0.294133325,0.128909039,0.946264065,3,BS_Total Assets,안정성,천원
1029,accenture,2018-02-01,재고자산회전율,0.652946456,0.964761212,-0.276772475,3,,활동성,비율
1030,accenture,2018-02-01,총자산회전율,0.061791505,0.489305646,0.029654436,3,"Asset Turnover, TTM",활동성,비율
1011,accenture,2018-02-01,부채총계,0.690561161,0.243780358,0.876585827,3,BS_Total Liabilities,안정성,천원
1021,accenture,2018-02-01,유동비율,0.601715631,0.394302498,-0.035334415,3,Current Ratio,안정성,비율
1031,accenture,2018-02-01,현금배당성향,0.553469673,6.76052E-08,0.402290068,2,Dividend Payout Ratio - %,수익성,%
1010,accenture,2018-02-01,부채비율,0.655577873,0.071184809,-0.56973001,3,부채비율,안정성,비율
1008,accenture,2018-02-01,매출총이익,0.608628269,0.006058211,0.91678663,2,IS_Gross Profit,수익성,천원
1009,accenture,2018-02-01,매출총이익률,0.651827524,0.607135138,-0.171005329,3,Gross Profit Margin - %,수익성,비율
989,accenture,2018-02-01,BPS,0.130020256,0.512943241,-0.279893514,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
990,accenture,2018-02-01,BPS증가율,0.62790043,0.940012538,0.13232276,3,,성장성,YoY_비율
991,accenture,2018-02-01,CAPEX,0.247886733,0.004201656,-0.24659433,2,Capital Expenditures - Net - Cash Flow,성장성,천원
992,accenture,2018-02-01,EBITDA2,0.651360981,2.24017E-07,0.87485179,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
993,accenture,2018-02-01,EBITDA2마진율,0.973178223,1.5519E-05,0.353453933,2,EBITDA Margin - %,수익성,비율
995,accenture,2018-02-01,EPS,0.817185035,5.63608E-07,0.866037057,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
996,accenture,2018-02-01,EPS증가율,0.035709733,0.17697978,-0.142786482,1,,성장성,YoY_비율
997,accenture,2018-02-01,Free Cash Flow2,0.297105452,0.012088373,0.31222019,2,CF_Free Cash Flow,수익성,천원
994,accenture,2018-02-01,EBITDA2증가율,0.297587028,0.947107346,0.085566118,3,,성장성,YoY_연도
999,accenture,2018-02-01,ROE,0.234458031,0.173176513,-0.076824174,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
998,accenture,2018-02-01,ROA,0.743755575,0.568105797,0.430773287,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1006,accenture,2018-02-01,매출원가,0.522573572,0.016099241,0.919560306,2,IS_Cost of Revenue,성장성,천원
1005,accenture,2018-02-01,매출액증가율,0.599794915,0.48696795,-0.175217602,3,,성장성,YoY_연도
1004,accenture,2018-02-01,매출액,0.524850081,0.032180181,0.925409409,2,IS_Revenue,성장성,천원
1007,accenture,2018-02-01,매출채권회전율,0.43488119,0.583575562,0.069876431,3,매출채권회전율,활동성,비율
1002,accenture,2018-02-01,당기순이익,0.800403082,0.000249988,0.862363129,2,IS_Net Income,수익성,천원
1001,accenture,2018-02-01,target,0.515556838,0.003238599,-0.712670068,2,,,
1000,accenture,2018-02-01,ROIC,0.878543316,0.649850519,0.325915258,3,"Return on Invested Capital - %, TTM",수익성,%
1003,accenture,2018-02-01,매입채무회전율,0.983909254,0.269059159,0.351893529,3,매입채무회전율,활동성,비율
1063,accenture,2018-05-01,운전자본증감,0.540710872,0.002342602,-0.528967789,2,CF_Changes in Working Capital,안정성,천원
1056,accenture,2018-05-01,비유동자산,0.175147678,0.018391241,0.982563872,2,,안정성,천원
1057,accenture,2018-05-01,순부채,0.822720319,0.841814776,-0.421369043,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1058,accenture,2018-05-01,순이익률,0.326435156,5.33697E-05,0.625707536,2,Net Margin - %,수익성,비율
1059,accenture,2018-05-01,순이익증가율,0.04014615,0.170964807,-0.143687895,1,,성장성,YoY_연도
1060,accenture,2018-05-01,영업이익,0.769735196,4.50976E-09,0.832361363,2,IS_Operating Income,수익성,천원
1061,accenture,2018-05-01,영업이익률,0.816429046,0.000174707,0.32404855,2,Operating Margin - %,수익성,비율
1062,accenture,2018-05-01,영업이익증가율,0.699127862,0.679632564,0.107607339,3,,성장성,YoY_연도
1064,accenture,2018-05-01,유동비율,0.685532802,0.325670907,-0.062141597,3,Current Ratio,안정성,비율
1055,accenture,2018-05-01,비유동비율,0.644226544,0.536247495,-0.381204882,3,,안정성,비율
1066,accenture,2018-05-01,이익잉여금,0.569031832,0.797438137,0.808020685,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1067,accenture,2018-05-01,이자발생부채,0.398523217,0.660356513,-0.2875836,3,,안정성,천원
1068,accenture,2018-05-01,이자보상율,0.897906891,0.23962018,0.510149592,3,이자보상율,안정성,배
1069,accenture,2018-05-01,자기자본비율,0.753249662,0.004841633,0.917900304,2,자기자본비율,안정성,비율
1070,accenture,2018-05-01,자본,0.025937456,0.00260311,0.98360654,0,BS_Common Stock,안정성,천원
1071,accenture,2018-05-01,자산총계,0.546575243,0.17799158,0.947941764,3,BS_Total Assets,안정성,천원
1072,accenture,2018-05-01,재고자산회전율,0.847426292,0.595795954,-0.22234848,3,,활동성,비율
1073,accenture,2018-05-01,총자산회전율,0.065439956,0.534137599,0.036286876,3,"Asset Turnover, TTM",활동성,비율
1074,accenture,2018-05-01,현금배당성향,0.932586394,2.06969E-08,0.440926586,2,Dividend Payout Ratio - %,수익성,%
1065,accenture,2018-05-01,유동자산,0.845726663,0.502494968,0.805597842,3,BS_Total Current Assets,안정성,천원
1054,accenture,2018-05-01,부채총계,0.96021947,0.281723248,0.876010066,3,BS_Total Liabilities,안정성,천원
1053,accenture,2018-05-01,부채비율,0.50490956,0.068194589,-0.56876499,3,부채비율,안정성,비율
1052,accenture,2018-05-01,매출총이익률,0.630699432,0.805636732,-0.148911709,3,Gross Profit Margin - %,수익성,비율
1033,accenture,2018-05-01,BPS증가율,0.680083905,0.892519128,0.131944989,3,,성장성,YoY_비율
1034,accenture,2018-05-01,CAPEX,0.250276841,0.000660906,-0.310661056,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1035,accenture,2018-05-01,EBITDA2,0.911459827,1.45011E-08,0.883950328,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1036,accenture,2018-05-01,EBITDA2마진율,0.803687053,6.98887E-06,0.35893515,2,EBITDA Margin - %,수익성,비율
1037,accenture,2018-05-01,EBITDA2증가율,0.248911829,0.801507702,0.102846237,3,,성장성,YoY_연도
1038,accenture,2018-05-01,EPS,0.540220343,4.42289E-07,0.869739211,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1039,accenture,2018-05-01,EPS증가율,0.040357341,0.175003125,-0.141179463,1,,성장성,YoY_비율
1040,accenture,2018-05-01,Free Cash Flow2,0.248384457,0.002630856,0.369311476,2,CF_Free Cash Flow,수익성,천원
1041,accenture,2018-05-01,ROA,0.56687371,0.482535285,0.426740603,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1032,accenture,2018-05-01,BPS,0.103551359,0.544128749,-0.271560819,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1043,accenture,2018-05-01,ROIC,0.640554238,0.642057232,0.303180996,3,"Return on Invested Capital - %, TTM",수익성,%
1044,accenture,2018-05-01,target,0.378788623,0.003292005,-0.741611704,2,,,
1045,accenture,2018-05-01,당기순이익,0.399275693,7.464E-05,0.865659807,2,IS_Net Income,수익성,천원
1046,accenture,2018-05-01,매입채무회전율,0.839905925,0.258482691,0.344441516,3,매입채무회전율,활동성,비율
1047,accenture,2018-05-01,매출액,0.879910354,0.008586635,0.930420501,2,IS_Revenue,성장성,천원
1048,accenture,2018-05-01,매출액증가율,0.455005913,0.432310119,-0.178745067,3,,성장성,YoY_연도
1049,accenture,2018-05-01,매출원가,0.819302045,0.008745597,0.923973353,2,IS_Cost of Revenue,성장성,천원
1050,accenture,2018-05-01,매출채권회전율,0.429690107,0.566361711,0.072604006,3,매출채권회전율,활동성,비율
1051,accenture,2018-05-01,매출총이익,0.954406376,0.00075576,0.924308411,2,IS_Gross Profit,수익성,천원
1042,accenture,2018-05-01,ROE,0.180749946,0.177697451,-0.099454531,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1105,accenture,2018-08-01,영업이익증가율,0.727560991,0.600713276,0.09929626,3,,성장성,YoY_연도
1104,accenture,2018-08-01,영업이익률,0.921871664,0.000167292,0.321353018,2,Operating Margin - %,수익성,비율
1103,accenture,2018-08-01,영업이익,0.953408367,8.20821E-09,0.836437426,2,IS_Operating Income,수익성,천원
1099,accenture,2018-08-01,비유동자산,0.04249559,0.045004098,0.983157271,0,,안정성,천원
1101,accenture,2018-08-01,순이익률,0.699153237,7.43389E-05,0.617694139,2,Net Margin - %,수익성,비율
1100,accenture,2018-08-01,순부채,0.921979094,0.364301783,-0.444632311,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1106,accenture,2018-08-01,운전자본증감,0.31096733,0.009871928,-0.482225261,2,CF_Changes in Working Capital,안정성,천원
1102,accenture,2018-08-01,순이익증가율,0.040386133,0.171970411,-0.143741078,1,,성장성,YoY_연도
1107,accenture,2018-08-01,유동비율,0.575701226,0.408070589,-0.07194823,3,Current Ratio,안정성,비율
1112,accenture,2018-08-01,자기자본비율,0.315745382,0.006330304,0.918749532,2,자기자본비율,안정성,비율
1109,accenture,2018-08-01,이익잉여금,0.607375405,0.685589327,0.784804543,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1110,accenture,2018-08-01,이자발생부채,0.608057174,0.763124951,-0.281755532,3,,안정성,천원
1111,accenture,2018-08-01,이자보상율,0.417259864,0.287176281,0.473476887,3,이자보상율,안정성,배
1113,accenture,2018-08-01,자본,0.003683904,0.001856891,0.984974654,0,BS_Common Stock,안정성,천원
1114,accenture,2018-08-01,자산총계,0.161879536,0.092959472,0.950199176,3,BS_Total Assets,안정성,천원
1115,accenture,2018-08-01,재고자산회전율,0.458090123,0.709540688,-0.229306443,3,,활동성,비율
1116,accenture,2018-08-01,총자산회전율,0.08064651,0.463866579,0.031352283,3,"Asset Turnover, TTM",활동성,비율
1117,accenture,2018-08-01,현금배당성향,0.94296232,1.19806E-07,0.384239588,2,Dividend Payout Ratio - %,수익성,%
1098,accenture,2018-08-01,비유동비율,0.882927014,0.499739553,-0.377864715,3,,안정성,비율
